,handle,tweet,if_tsunami,datetime,day,month,year,time,if_alert_worthy
603,patton_cascadia,#EarthquakeReport Loyalty Islands / New Caledonia #earthquake #LoyaltyIslands #NewCaledonia #tsunami observed  M 7.5 | M 6.6 sequence normal | thrust  analogies 2017.10.31 M 6.8 | 2017.11.19 M 7.0 2003.12.27 M 7.3 | 2004.01.03 M 7.1  http://earthjay.com/?p=8036 pic.twitter.com/Uo6tCsOMkb,True,2018-12-05 01:11:00,5,Dec,2018,1:11 AM,0
665,baalter,PATRIOT ALERT VOTE   VOTE  VOTE       Let's Keep This Country Red  #VoteRedToSaveAmerica #RedWave Red #Tsunami pic.twitter.com/DSPdUYwcbh,True,2018-10-29 11:54:00,29,Oct,2018,11:54 AM,0
291,BeholdIsrael,Powerful 7.1 magnitude earthquake in the pacific puts the #Philippines and #Indonesia on #Tsunami alert!,True,2018-12-28 20:58:00,28,Dec,2018,8:58 PM,0
389,KolindaGK,"At the time were many of us prepare for #Christmas, I want to send my thoughts and prayers to people of #Indonesia who have been affected in 2018 by #Krakatau #tsunami",True,2018-12-24 04:07:00,24,Dec,2018,4:07 AM,0
1198,Billright50,#TriviaTuesday #BobMarley #Reagan #TuesdayThoughts #tsunami #ObamaGate #DrainTheSwamp #Qanon #watters #MAGA #TRUMP #TRUMPTRAIN #DOBBS #Tucker #Outnumbered #Kelly bb #BlackHistoryMonth #BLM #BLMNews #BlackLivesMatter bbpic.twitter.com/9hr7qZyEy5,True,2018-02-06 19:08:00,6,Feb,2018,7:08 PM,0
634,earthquakeguy,"Nov. 18, 1929: a M7.2 earthquake struck south of #Newfoundland. Strong shaking and damage on Cape Breton Island, and felt as far away as Montreal, Ottawa and #NYC. This quake generated a large (rare) local #tsunami.  See:  http://www.earthquakescanada.nrcan.gc.ca/pprs-pprp/pubs/GF-GI/GEOFACT_Grand-Banks-1929_e.pdf … http://www.earthquakescanada.nrcan.gc.ca/historic-historique/events/19291118-en.php … #NRCanScipic.twitter.com/3YvcrbVqzB",True,2018-11-18 07:02:00,18,Nov,2018,7:02 AM,0
828,SusannaCamusso,#IndonesiaEarthQuake #Tsunami My solidarity with the people of Indonesia and the #rescueworkers who are struggling to save lives https://goo.gl/Mwjjfa  @KspiCitu @Aspek_Indonesia @Info_KSBSI,True,2018-10-01 07:04:00,1,Oct,2018,7:04 AM,0
770,decappeal,"A devastating earthquake and #tsunami have struck Indonesia. DEC charities & local partners are on the ground, working with national authorities to help affected communities.  Help deliver urgent aid. Donate at http://bit.ly/dec-tsunami  #bbcr4todaypic.twitter.com/NbP0iBYmAX",True,2018-10-04 00:05:00,4,Oct,2018,12:05 AM,0
1183,BOM_au,"No #tsunami threat to Australia from mag. 7.3 #earthquake near Oaxaca, Mexico. Latest info. at http://www.bom.gov.au/tsunami .pic.twitter.com/gR5h73OzCS",True,2018-02-16 16:00:00,16,Feb,2018,4:00 PM,0
858,DanielPAldrich,Early warning systems that should have saved lives from the #Indonesia #tsunami failed when the earthquake damaged cell phone towers and prevented text messages from going out. https://www.nytimes.com/2018/09/29/world/asia/indonesia-tsunami-sulawesi-palu.html?smtyp=cur&smid=tw-nytimesworld … @USofDisaster @DisasterPolitic @leebosher,True,2018-09-30 07:06:00,30,Sep,2018,7:06 AM,0
1404,garikaalan,Remembering those thousands of people whose lives were taken away due to 2004 Boxing Day of #Tsunami 13 years ago. Pix-commemoration at mass burial site in #Mullaithivu #NeverForget Tsunamipic.twitter.com/50z2mevvHD,True,2017-12-25 16:58:00,25,Dec,2017,4:58 PM,0
638,UNDPasiapac,"Congratulations,@UNDP in #Philippines for training 20,000 students & teachers in all #tsunami-prone schools in #EasternVisayas to save their lives in times of natural hazards. Read how they did it http://bit.ly/2zNoF2V  #90Drills #Switch2Sendai @UNDPPH @ScheuerJo @UNDPClimatepic.twitter.com/C28KdD1P4Z",True,2018-11-12 02:28:00,12,Nov,2018,2:28 AM,0
775,SavetheChildren,Please donate to help children and families affected by the #earthquake and #tsunami in #Indonesia: http://ow.ly/DQjV30m5vgk pic.twitter.com/PAYHXExPSr,True,2018-10-03 13:03:00,3,Oct,2018,1:03 PM,0
12,HAInitiative,"Thank you for your support. Your donations are helping children in #Sigi, Central Sulawesi, #Indonesia, get back to school after the earthquake and #tsunami in September. We are providing children with learning materials and temporary schools. http://bit.ly/hai_appeal pic.twitter.com/lneckHJ1zT",True,2019-01-10 00:01:00,10,Jan,2019,12:01 AM,0
382,StephanieAbrams,Here’s the second part of the interview with @elprager ! 2 of 2 #tsunami #Indonesia #IndonesiaTsunamipic.twitter.com/c3Q5qG9jm6,True,2018-12-24 04:57:00,24,Dec,2018,4:57 AM,0
246,RoGonzalesTV,"#Earthquake M6.0: Amatignak Island, Alaska. Check for possible #Tsunami info. #quake ⁦@NWS⁩ ⁦@NWSBayArea⁩",True,2019-01-05 11:00:00,5,Jan,2019,11:00 AM,0
1115,breakingweather,"A magnitude 7.2 #earthquake has hit 145km east of Kimbe, Papau New Guinea, according to the USGS. There is the threat of a #tsunami within 300km of the epicenter of the earthquake: http://ow.ly/IdS230jegZ1 pic.twitter.com/k2urAkCIeM",True,2018-03-29 15:05:00,29,Mar,2018,3:05 PM,0
818,TeamRubicon,Operation Update: We have a recon team en route to #Indonesia. We're mobilizing resources to support the Indonesian government in response to the recent #earthquake and #Tsunami. Please stay tuned for updates.,True,2018-10-01 10:51:00,1,Oct,2018,10:51 AM,0
233,CRLarkin,"6. ""It is time for you to be protected by your own inner #Wolf ! I will do it! I shall do it! Come this #May!"" #God #Jesus #HolySpirit #truth #prophecies #America #tsunami #spirituality #faith #believers #PresidentTrump #MAGA #AmericaFirst #Revelation #Wisdom #Church #BillLarkin",True,2019-01-06 14:06:00,6,Jan,2019,2:06 PM,0
929,aabalmain,Media: Indonesian Red Cross spokespeople for #earthquake and #tsunami in #Donggala #Palu Sulawesi:  Mr Arifin M Hadi +62 812-9777-7755  Mr Ridwan Sobri +62 817-4802-000,True,2018-09-28 15:58:00,28,Sep,2018,3:58 PM,0
68,timesofpak123,Trees planted under the Billion Tree #Tsunami Project in Kohat by spending millions of rupees have been fading away due to lack of care by the forest department and eight months long drought-like situation. pic.twitter.com/nj3zS5tWyd,True,2019-01-07 00:03:00,7,Jan,2019,12:03 AM,0
968,BreakingNLive,BREAKING: Another video of a major tsunami striking the Celebes Island on the coast of Indonesia. Houses have been swept away and families are missing according to authorities. #Tsunami #PrayForDonggalapic.twitter.com/uUcrvzzlMZ,True,2018-09-28 06:47:00,28,Sep,2018,6:47 AM,0
98,MSF_ireland,#Indonesia: On 5 Jan the government declared the end of the emergency #tsunami response in Banten province.   @MSF will remain in Banten to provide medical support as people recover.   In this thread MSF Dr. Rangi W. Sudrajat describes reaching patients in remote areas pic.twitter.com/AGXwr2xxx6,True,2019-01-09 04:55:00,9,Jan,2019,4:55 AM,0
999,NWS,"What is a #tsunami? A series of waves that can strike anywhere on a coast, any time. http://weather.gov/safety/tsunami-about … #TsunamiPreppic.twitter.com/ijQ73Y8FnQ",True,2018-09-06 13:32:00,6,Sep,2018,1:32 PM,0
772,WVAnews,"#PALU: @TimCostello tells of a tsunami-devastated family. ""They have no plans.  This has literally destroyed their lives. They've been in these tents for six days and still don't know what's going to happen.""  Grainy video from the ground. @WorldVision #tsunami pic.twitter.com/DD9Hqb2j9W",True,2018-10-03 18:24:00,3,Oct,2018,6:24 PM,0
815,SavetheChildren,"We’ve been working in #Indonesia since 1976 & have a long history responding to humanitarian disasters in the country, including the 2004 Boxing Day #tsunami. Read more: http://ow.ly/LBNE30m3k1N pic.twitter.com/dvINgxrpKR",True,2018-10-01 12:48:00,1,Oct,2018,12:48 PM,0
350,QuranAndHadithh,"""Every Soul will Taste Death. Then To Us (Allah) will You Be Returned."" Quran 29:57 #tsunami #Indonesiapic.twitter.com/OhUO5FJnHK",True,2018-12-25 06:12:00,25,Dec,2018,6:12 AM,0
661,oxfamgb,"Since the #tsunami hit #Indonesia we have reached over 17,000 survivors with vital aid, including distributing over 5,000 of the hygiene kits you can see in this video. A huge thank you to everyone who has donated so far.pic.twitter.com/obtCs256bo",True,2018-10-31 09:46:00,31,Oct,2018,9:46 AM,0
1096,STL_Cards_nut,Carlos Martinez is going to win the Cy Young at this rate #Tsunami #STLCards,True,2018-04-21 18:41:00,21,Apr,2018,6:41 PM,0
932,muruzahir,PRAY for Indonesia #tsunami pic.twitter.com/xezewHALBm,True,2018-09-28 12:48:00,28,Sep,2018,12:48 PM,0
181,doomalert19,"#Earthquake #Tsunami Brother Jabril warns ""There's going to come a time, at some point, when our brother (@louisfarrakhan) has to leave(To Go to #TheWheel). There's going to come a point in time when THIS country(#USA) WILL attack us #NationofIslam.  Tha… http://bit.ly/2AEUcoI pic.twitter.com/YRMrJEl78O",True,2019-01-09 11:21:00,9,Jan,2019,11:21 AM,0
208,bqt92_bot,"""Air Meltdown"" Fukushima Nuke Power Plant : Nothing serious. http://bit.ly/2d5Yf57  #japan_ #tsunami #earthquake #nuclear #fukushima #9_11",True,2019-01-07 06:31:00,7,Jan,2019,6:31 AM,0
1051,InsafPK,"#AbSirfImranKhan #Tsunami is flooding , masses have turned out in such huge number !  Chairman @ImranKhanPTI has convinced the people that corruption is the main reason of our continuous downfall.  Naya Pakistan is on the horizon.pic.twitter.com/r736hFGkzy",True,2018-07-14 08:24:00,14,Jul,2018,8:24 AM,0
184,humdata,"Population at village level of #Lampung province, #indonesia: https://buff.ly/2C578Ep  via @WFPIndonesia #Tsunami pic.twitter.com/tVpBUpJPpE",True,2019-01-07 17:37:00,7,Jan,2019,5:37 PM,0
1078,BushraGohar,From 90days #Tabdeeli to 100days #Change-10 Din ki #TabdeeliAGai! Destroyed #Pakhtunkhwa in 5yrs with the threatened #Tsunami & will do much worse if imposed on the Centre by Puppeteers through engineered #GE2018. People have had enough of the suicidal misadventures! #BasKarDoBashttps://twitter.com/thefrontierpost/status/998165704074506240 …,True,2018-05-20 04:53:00,20,May,2018,4:53 AM,0
586,Syarief38194795,# The #tsunami in the Sunda Strait was allegedly due to the #krakatau mountain avalanche last nightpic.twitter.com/nwYlNw5YLk,True,2018-12-22 15:21:00,22,Dec,2018,3:21 PM,0
549,intlbreaking,"VIDEO — Awful footage shows moment a concert is hit by the Indonesian #tsunami at the Tanjung Lesung beach in Banten. The band’s bass player and road manager are dead, three other band members and the singer’s wife are missing. pic.twitter.com/k1fh35NiWM",True,2018-12-22 21:19:00,22,Dec,2018,9:19 PM,0
747,IOMIndonesia,IOM teams are participating in the Joint Needs Assessment led by the @AHACentre as part of the coordinated response to the #earthquake and #tsunami that hit in #CentralSulawesi on 28 September.pic.twitter.com/5GAoXRygCA,True,2018-10-05 03:30:00,5,Oct,2018,3:30 AM,0
956,ZHarZRyan,Our hearts goes to all Indonesian in Sulawei. Be safe and take cover pls. #tsunami #APM2018pic.twitter.com/RHp857uBcV,True,2018-09-28 08:05:00,28,Sep,2018,8:05 AM,0
698,NWS,"100 yrs ago yesterday, 10/11/1918, the Puerto Rico earthquake & #tsunami caused 140+ deaths & ~$62 million in damage. @NWS is helping Puerto Rico prepare for future tsunamis: http://weather.gov/tsunamiready pic.twitter.com/xvlHOMJk9r",True,2018-10-12 09:30:00,12,Oct,2018,9:30 AM,0
357,kyodo_english,Death toll from #Indonesia #tsunami reaches 429 with 154 missing  #Sunda #インドネシア #スンダ海峡 #津波 #火山 #disaster #volcanohttp://bit.ly/2LwPFZI ,True,2018-12-25 00:11:00,25,Dec,2018,12:11 AM,0
1196,SophiaKingss,★ - [Sophia King] - 'Honey’  Single From The EP #Tsunami Out Now!  *Purchase on #iTunes #Tidal  * Stream on #Spotify  Like & rt to purchasepic.twitter.com/BZTEXPZvSN,True,2018-02-07 16:05:00,7,Feb,2018,4:05 PM,0
674,decappeal,Former #DoctorWho star Christopher Eccleston urges you to get fundraising for the survivors of the Indonesia earthquake and #tsunami. Get your fundraising pack here >>> http://bit.ly/FundraisersKit  #SaveTheSurvivorspic.twitter.com/PaJnjQnOEg,True,2018-10-21 11:01:00,21,Oct,2018,11:01 AM,0
1042,UNDP_Pacific,#Fiji #tsunami drill tests preparedness plans for schools along #Suva foreshore and is key to planning a national tsunami drill. Partnership between @FijiRepublic @FijiNDMO @UNDP with support from @JapanGov #90Drills #switch2sendai Watch video: https://bit.ly/2mCsvp2 pic.twitter.com/QIIjC4c4QT,True,2018-07-22 19:53:00,22,Jul,2018,7:53 PM,0
224,WAVE_BC,"#Tsunami Information issued by #NTWC for M7.0 #quake in the Northern Molucca Sea, Indonesia. http://bit.ly/2sdmli1 ",True,2019-01-06 09:45:00,6,Jan,2019,9:45 AM,0
798,France24_en,"""Where is the support for us while we are suffering? We are the unlucky ones. We have already lost our relatives. Where is their heart?"" said a survivor from the #earthquake and #tsunami in #Indonesia  as the death toll jumped to more than 1,230 people.pic.twitter.com/DpSiooyUU4",True,2018-10-02 06:47:00,2,Oct,2018,6:47 AM,0
342,fayaz_moosa,One of the powerful image from Tsunami where a mother holding son's hand and running for survival.  #Tsunami #Maldives #ThelogicalMaldivianpic.twitter.com/TxfjHYc41p,True,2018-12-25 12:12:00,25,Dec,2018,12:12 PM,0
1193,SputnikInt,WATCH 'heavenly #tsunami' sweeps across American skies https://sptnkne.ws/gFwJ  #USpic.twitter.com/bb6YyX19Y8,True,2018-02-08 22:49:00,8,Feb,2018,10:49 PM,0
683,CatholicRelief,"We're working through our local partner @Caritas_ID to reach 6,000 families impacted by the #Indonesia #earthquake & #tsunami w/ emergency supplies. Here is staff packing supplies like blankets, hygiene kits, soap, water cans & more to distribute. pic.twitter.com/OrXYEAoV2d",True,2018-10-18 16:21:00,18,Oct,2018,4:21 PM,0
1126,Adnan_Zaheer,This is Called JUNOON! Imran Khan’s #Tsunami hits Kamoki.. This Passion will keep on increasing till we see the dawn of #NayaPakistan InshaAllah.  #GujranwalaKaptaanKapic.twitter.com/IZsoXPxH0z,True,2018-03-21 06:48:00,21,Mar,2018,6:48 AM,0
94,CATnewsDE,"A false-color comparison (Sentinel-2) of #anak #krakatoa #tsunami inundation at northern coast of Ujung Kulon. Area was fortunately not inhabited. Run-up of ~25m, inundation visible >500m from coast.  First time working with false color imagery pic.twitter.com/g7JeCBtuhW",True,2019-01-10 05:16:00,10,Jan,2019,5:16 AM,0
111,maximaxoo,#History #Science: #dinosaur-killing #asteroid triggered *mile-high* #tsunami that spread through Earth's oceans  ► https://www.livescience.com/64426-dinosaur-killing-asteroid-caused-giant-tsunami.html … via @LiveSciencepic.twitter.com/eo5eqoSw18,True,2019-01-09 08:47:00,9,Jan,2019,8:47 AM,0
743,AdamRogers2030,"Watch, be shocked, then get used to it.  #ClimateChangeIsReal #climatechange #Tsunami @UNDPClimate @ScheuerJo @climate_asia @ClimateReality @PaulEDawson @sarbjeetjohal @evankirstel @kashthefuturist @SDG2030 @FolukeMichael @helene_wpli @CurtisSChin @RichardMunang @akwyzpic.twitter.com/ZJm5b9wifg",True,2018-10-05 08:09:00,5,Oct,2018,8:09 AM,0
721,CGTNOfficial,"Death toll of #Indonesia quakes, #tsunami climbs to 1,944 as search to end https://news.cgtn.com/news/3d3d774d31497a4e7a457a6333566d54/share_p.html …",True,2018-10-08 04:05:00,8,Oct,2018,4:05 AM,0
255,TroySoL516,Still the same young g. #dre #california #newvibelounge #newyork #upscale #onelife1sol. #midamusik #elevate #Tsunami #newyears #offtop. #canada #worldwide #thingstodoinnyc #freestyle.… https://www.instagram.com/p/BrNifITnp6q/?utm_source=ig_twitter_share&igshid=1ly5ipmikf2o3 …,True,2019-01-05 21:59:00,5,Jan,2019,9:59 PM,0
744,WayneRooney,"More than 1,500 people have been killed and at least 200,000 are in desperate need as a result of the Indonesia #tsunami.  Help save the survivors. Donate to @decappeal now at http://bit.ly/dec-tsunami pic.twitter.com/CTIai75PlN",True,2018-10-05 06:32:00,5,Oct,2018,6:32 AM,0
1194,ChinaPlusNews,"China's international #tsunami warning center has opened, serving countries bordering on the South China Sea, oceanic officials announced Thursday. http://chinaplus.cri.cn/news/china/9/20180208/88864.html …",True,2018-02-08 01:40:00,8,Feb,2018,1:40 AM,0
57,siddhisingh18,Hahaha. Again earthquake. #Tsunami https://twitter.com/SwetaSinghHere/status/1082971408916008961 …,True,2019-01-11 00:36:00,11,Jan,2019,12:36 AM,0
311,MotumotuKekeni,"Why has there be no coverage, nor a single #Australian #Politician to make any comments or to take a stand against the use of #chemicalweapons against #WestPapuans? So #ScottMo sends public condolences to #Indonesia for the #Tsunami but ignores West Papua? Why? #FreeWestPapua",True,2018-12-27 03:28:00,27,Dec,2018,3:28 AM,0
1079,NWS,Both official & natural #tsunami warnings are important. Learn how to respond: https://www.weather.gov/safety/tsunami-during … #TsunamiPreppic.twitter.com/RGvj7vLc3h,True,2018-05-15 14:12:00,15,May,2018,2:12 PM,0
92,DisastersChart,We now have a series of maps produced by @CopernicusEMS assessing the damage from the #SundaStrait #tsunami in #Indonesia: http://bit.ly/2CAMwoR   As part of our collaboration with Copernicus EMS we share data when both services are activated for the same disaster.pic.twitter.com/0gXE0FcaTb,True,2019-01-11 03:51:00,11,Jan,2019,3:51 AM,0
856,unisdr,Reported extensive mudflows add to fears of mounting death toll in #IndonesiaEarthQuake #tsunami Liquefaction reported to have impacted villages around #Palu #IDDR2018 #TsunamiDay2018 #ResilienceForAllhttp://bit.ly/2NdKGfQ ,True,2018-09-30 07:59:00,30,Sep,2018,7:59 AM,0
1131,BushraGohar,#Peshawar is an absolute mess after 5 years of #TTPTI #Tsunami. #PuppetKhattak has dug up the whole city for his cuts & commission.,True,2018-03-19 01:36:00,19,Mar,2018,1:36 AM,0
952,f4izalhassan,Pray for our friends in #Sulawesi. May Allah ease everything for them during this difficult time #Tsunami,True,2018-09-28 08:36:00,28,Sep,2018,8:36 AM,0
180,doomalert19,"#Tsunami #Earthquake WARNING: #Messiah @LouisFarrakhan warns ""This is the MOST DIFFICULT press conference that I have EVER been a part of.. I saw the Earthquake in #Japan, And the #Tsunami that followed.  And the damaging of the #nuclear reactors tha… http://bit.ly/2H1nAen pic.twitter.com/ci4VKR1ytH",True,2019-01-09 12:20:00,9,Jan,2019,12:20 PM,0
931,TeamRubicon,Our team is monitoring the situation in Palu #Indonesia following the #tsunami and #earthquake.,True,2018-09-28 14:48:00,28,Sep,2018,2:48 PM,0
372,706am,Serious situation in #Indonesia - new eruptions were repeated in the #Krakatoa that reached almost 10 miles high  #Tsunami death tolls tops 373 now.  pic.twitter.com/CgjbfkTynM,True,2018-12-24 10:30:00,24,Dec,2018,10:30 AM,0
568,simoncarn,Growth of Anak #Krakatau #volcano since May 2018 from @planetlabs imagery. Fairly rapid recent expansion to the south could possibly have caused some flank instability. Still awaiting post-#tsunami imagery to assess any changes. @Sutopo_PN @vulkanologi_mbg @id_magmapic.twitter.com/ETLqo68Awf,True,2018-12-22 18:25:00,22,Dec,2018,6:25 PM,0
1140,TabiJoda1,#drylands #landdegradation #desertification #erosion #CO2  emissions #deforestation #desertification #disasters #migration #poverty #hunger #violence #foodinsecurity #drought #porching #overgrazing #ClimateChange co2 #sunburns #Tsunami #plasticpollution #corruption #lazinesspic.twitter.com/8fhnUQieNy,True,2018-03-14 14:39:00,14,Mar,2018,2:39 PM,0
980,StuartMcLelland,How do you know whether humans can withstand a #tsunami? Use real scale physical models -experiments by Port and Airport Research Institute in Japan pic.twitter.com/E02MUmFfpN,True,2018-09-26 03:32:00,26,Sep,2018,3:32 AM,0
669,ismaelan,Chinese Muslims provide humanitarian assistance to Indonesian victims after #Tsunami #earthquake.pic.twitter.com/kKyytKQcl8,True,2018-10-26 20:14:00,26,Oct,2018,8:14 PM,0
997,Scripps_Ocean,Geophysics graduate student Dara Goldberg (@dara_berg_) is researching #earthquake and #tsunami early warning using a combination of seismic and GPS instruments. Learn more about her research with @sio_sopac in the latest Scripps student spotlight. https://scripps.ucsd.edu/news/scripps-student-spotlight-dara-goldberg …pic.twitter.com/tQP9yopHyK,True,2018-09-07 16:46:00,7,Sep,2018,4:46 PM,0
315,IFRCAsiaPacific,"It’s a worrying time for 80% of percent of people in this area who live on the coast & depend on shops & tourism to make a living, village head Pak Awang tells #Indonesian #RedCross. #tsunami #krakatoapic.twitter.com/5ChdtsO9Q8",True,2018-12-26 22:17:00,26,Dec,2018,10:17 PM,0
93,EarthUncutTV,The #tsunami scouring on Sertung island to west of #Krakatau and facing directly the collapse zone was well... wow!pic.twitter.com/sBhAoHQoFh,True,2019-01-11 00:49:00,11,Jan,2019,12:49 AM,0
1129,UNDPasiapac,HAPPENING NOW #Tsunami drill in Timor-Leste! #90Drills brings evacuation drills & disaster education to 90 schools in 18 Asia-Pacific countries. The program gives students knowledge and life skills to respond to natural hazards. w/@MofaJapan_en @Sanny080911 @Shairi_M @ScheuerJo,True,2018-03-20 18:35:00,20,Mar,2018,6:35 PM,0
809,RedCrossLA,"We’re working to reunite families separated from loved ones by the #Sulawesi #earthquake & #tsunami. If you have family in #Indonesia who may have been affected, call the LA Region Restoring Family Links hotline at (310) 477-5176 or email intltracing.losangeles.ca@redcross.org.pic.twitter.com/iFn4IVY5ef",True,2018-10-01 19:01:00,1,Oct,2018,7:01 PM,0
1139,FijiNDMO,"We’re planning a #tsunami drill initiated by Lands Dep., FRCS, @ItaukeiAffairs @FijiMFA & @fijipoliceforce. Based in Nasese by the sea in Suva, these agencies solicited our help to facilitate their tsunami drill exercise.  #Fiji is your home, workplace or school #tsunami ready? pic.twitter.com/AIT1GEN9MX",True,2018-03-14 16:51:00,14,Mar,2018,4:51 PM,0
842,ChinaDaily,"Strong quakes and a #tsunami left at least 832 people dead in #Indonesia, while more than 16,000 were forced to flee their homespic.twitter.com/JDhUcUWrbC",True,2018-09-30 21:30:00,30,Sep,2018,9:30 PM,0
158,ccemstrategies,#Tsunami preparation is key - especially if you live on the coast. Have you trained your employees on your #EmergencyPreparedness plan? January is the time to do it! http://ow.ly/bq1B30jxOIG  #Earthquakespic.twitter.com/hwLiNyWx59,True,2019-01-10 14:34:00,10,Jan,2019,2:34 PM,0
1132,JulietPatriot,WHOAH! WE CAN ALL AGREE TRUMP HAS DELIVERED A LOT IN HIS YOUNG PRESIDENCY BUT TO ACTUALLY MOVE TO INDICT THE CLINTON CARTEL IS EPIC! THE #STORM IS NOW AN F’ING #TSUNAMI OF EPIC PROPORTIONS #TrumpInCharge @POTUS @seanhannity @infowars @AGJeffBSessions https://www.youtube.com/watch?v=KBcQ_CC93B8 …pic.twitter.com/umfdWMPVBC,True,2018-03-18 22:16:00,18,Mar,2018,10:16 PM,0
1395,iloveaceh,"December 26, 2004. 13 Years ago on this day We learnt a New Word #Tsunami Remembering all the Victims of Indian Ocean. https://twitter.com/sshanheeth/status/945521355771875328/photo/1pic.twitter.com/MvFIlo1bDx  #13thnTsunami",True,2017-12-25 21:20:00,25,Dec,2017,9:20 PM,0
365,HappeningNow__,Italy (2018) - Close range view of Etna in eruption . . #Italy #Etna #ItalyFlood #volcanoitaly #etnavolcano #italyetna #ClimateChange #GlobalWarming #Indonesia #anak #anakkrakatau #tsunami #tsunamiindonesia #IndonesiaVolcano #IndonesiaEruptiopic.twitter.com/xmYpClK6Gy,True,2018-12-24 13:31:00,24,Dec,2018,1:31 PM,0
632,NWSPortland,"There is NO #tsunami danger for Washington and Oregon from an #earthquake with a preliminary magnitude 7.2 that occurred at 9:29 AM PST 10 mi NE Anchorage, AK.   Visit http://tsunami.gov  or follow @NWS_NTWC for additional information.",True,2018-11-30 09:41:00,30,Nov,2018,9:41 AM,0
122,WAVE_BC,"#Tsunami Information issued by #NTWC for M5.1 #quake 35 miles SW of Barter I., Alaska. http://bit.ly/2ss28oZ ",True,2019-01-13 16:53:00,13,Jan,2019,4:53 PM,0
671,XHNews,"Japan should halt returning children, women of reproductive age to #Fukushima areas where massive earthquake and #tsunami triggered #nuclear disaster: UN expert http://xhne.ws/7sPRK pic.twitter.com/niKq8gShQE",True,2018-10-25 14:32:00,25,Oct,2018,2:32 PM,0
1100,InsafPK,Unstoppable wave of #Tsunami has spread across Pakistan only to make sure that people are fed up of this status quo facade hovering over Pak for more than 3 decades and ready to change their fate with @ImranKhanPTI #LastHope #PTISialkotCampaign,True,2018-04-13 08:19:00,13,Apr,2018,8:19 AM,0
1034,newscomauHQ,"A #tsunami warning was also triggered. It is understood to be affecting North Lombok, East and North Bali, the north side of East Java, Southeast Madura, South Kalimantan, and South Sulawesi. https://www.news.com.au/technology/environment/earthquake-felt-in-bali-which-hit-indonesias-sumbawa-region/news-story/27661e896472b5cf334795b5a127226a …",True,2018-08-05 06:14:00,5,Aug,2018,6:14 AM,0
1197,gregmocker,Love this view & all #NYC Did you hear about the false #tsunami warning today? I went to an emergency preparedness seminar tonight reporting now @PIX11Newspic.twitter.com/hyuF5R65pZ,True,2018-02-06 19:14:00,6,Feb,2018,7:14 PM,0
1045,SputnikInt,Massive #tsunami hits touristy Spanish resorts flooding public areas (VIDEO) https://sptnkne.ws/jcwA  #Majorcapic.twitter.com/8naIBzuGw3,True,2018-07-17 08:15:00,17,Jul,2018,8:15 AM,0
47,Tinmansplace,Watching on catchup @CallTheMidwife1 When my other half's waters broke I didn't know whether to call the Hospital or a plumber! Half expected our baby to arrive on a surf board. #tsunami #gallonsofwaterpic.twitter.com/TbWrRpPsbQ,True,2019-01-13 13:17:00,13,Jan,2019,1:17 PM,0
562,OxfordDiplomat,"When Thailand’s #tsunami hit in 2004, Indonesia President Susilo Bambang Yudhoyono, said to all Soldiers: “Do your duties as well as possible, day and night. We have the obligation to save each and everyone.” May his words be remembered by all tonight and days ahead. #Anyer ",True,2018-12-22 18:53:00,22,Dec,2018,6:53 PM,0
728,ZAEffendy,"Expert: #Indonesia LOST about Rp.30 Trillion (US$2 Billion) each year from disasters, but ""spent too little on Disaster Mitigation Infrastructure and Education."" #PrayForSulteng #earthquake #tsunami https://www.reuters.com/article/us-indonesia-quake-warnings/no-siren-no-warning-indonesians-caught-unawares-by-devastating-tsunami-idUSKCN1MH048 …",True,2018-10-07 00:09:00,7,Oct,2018,12:09 AM,0
1189,USGSCoastChange,We found giant grooves on a fault offshore #CostaRica. Will help us understand #earthquake & #tsunami hazards for #Alaska #Washington #Oregon #NorthernCalifornia #PuertoRico #USVI #Guam #NorthernMarianaIslands https://walrus.wr.usgs.gov/news/index.html#feb18b …pic.twitter.com/1RYSEMuEme,True,2018-02-12 08:01:00,12,Feb,2018,8:01 AM,0
277,DDNewsLive,Prime Minister @narendramodi pays homage to all those who lost their lives in #tsunami in 2004 in Andaman and Nicobar Islands ; PM also lays a wreath at Tsunami Memorial at Car Nicobar and lit a candle at the Wall of Lost Souls pic.twitter.com/Q6d0HwX4v0,True,2018-12-29 23:51:00,29,Dec,2018,11:51 PM,0
578,KKpower7,YOU HAVE GOT TO BE KIDDING  #Tsunami is Our Presidents fault because the House Dems will not sign a National Security measure!!!   #TDS please #WalkAway #SchumersShutDown  Ps. MANY public servants & federal agencies are workinghttps://twitter.com/jessphoenix2018/status/1076639582018461697 …,True,2018-12-22 16:50:00,22,Dec,2018,4:50 PM,0
1065,Shehzad_Ind,#Duststorm in Delhi happening now....  #Tsunami expected next year ;),True,2018-06-09 05:08:00,9,Jun,2018,5:08 AM,0
543,CGTNOfficial,What causes a #tsunami? https://goo.gl/3yZdnD pic.twitter.com/TvHTC6Xc9o,True,2018-12-22 21:59:00,22,Dec,2018,9:59 PM,0
649,UNESCO,"Understand. Strengthen risk governance. Invest. Enhance preparedness.  These are the 4 action priorities of disaster risk reduction. Natural disasters, including #tsunami, require immediate action.  More info: https://on.unesco.org/2SKQtO  #TsunamiDaypic.twitter.com/j5m7DTxiU7",True,2018-11-05 06:05:00,5,Nov,2018,6:05 AM,0
